word,lang_code,meanings
ト長調,ru,"[""соль мажор""]"
ドライバー,ru,"[""водитель"", ""драйвер"", ""driver (of a vehicle)/motorist""]"
ドライブ,ru,"[""водить машину"", ""поездка"", ""ездить"", ""drive/trip by car""]"
ドライブイン,ru,"[""въехать"", ""заезжать"", ""drive in/Drive-in""]"
ドラム缶,ru,"[""барабанная банка"", ""Барабан""]"
ドラ息子,es,"[""hijo de dora"", ""dora hijo""]"
ドル買い,ru,"[""покупать доллары"", ""купить доллары""]"
ハンガー,es,"[""(eng: hanger) perchero"", ""(coat) hanger""]"
ハンガー,ru,"[""((англ.) hanger) вешалка, плечики"", ""((англ.) hunger) голод"", ""голодание"", ""{～・ストライキ} голодовка (в) (знак протеста), сокр.) ハンスト(хансуто)(.)""]"
ハンドル,ru,"[""ручка"", ""обращаться"", ""обрабатывать"", ""handle/steering wheel""]"
ハンバーグ,es,"[""hamburguesa"", ""carne picada"", ""Hamburgo"", ""Hamburg steak/hamburger steak""]"
ハンバーグ,ru,"[""гамбургер"", ""бургер"", ""Hamburg steak/hamburger steak""]"
バイバイ,es,"[""adiós"", ""adios adios"", ""bye bye/Bye-bye""]"
バス,es,"[""colectivo"", ""bus"", ""autobús""]"
バス,ru,"[""((англ.) [motor-]bus) автобус"", ""((англ.) bass)"", ""1) бас"", ""bus""]"
バック,es,"[""(eng: back) fondo"", ""(eng: bag"", ""bug) bolsa"", ""back/rear""]"
バック,ru,"[""((англ.) back)"", ""1) задний план, фон"", ""{…を～にして} на фоне (чего-л.)"", ""back/rear""]"
バット,es,"[""bate"", ""(eng: lit murciélago"", ""tinta)"", ""bat (in baseball, cricket, etc.)""]"
バット,ru,"[""((амер.) butt) (фото) ванночка (для проявления)"", ""((англ.) bat) (спорт.) палка, бита, лапта (для игры в крикет, шары, бейсбол)"", ""ракетка (для пинг-понга)"", ""bat (in baseball, cricket, etc.)""]"
バンタム級,es,"[""peso gallo""]"
パス,es,"[""(eng: path"", ""pass) ruta"", ""trayectoria"", ""passing (an examination, inspection, etc.)/pass (for admission, transport, etc.)""]"
パス,ru,"[""((англ.) pass)"", ""1) прохождение"", ""{～する} а) проходить, миновать"", ""б) пройти (о законопроекте)""]"
パン,es,"[""(pt) pan"", ""bread/(sweet) pastry""]"
パン,ru,"[""хлеб"", ""bread/(sweet) pastry""]"
パンク,es,"[""(eng: punk) perforación"", ""punk"", ""puncture/flat tyre (tire)""]"
パンク,ru,"[""((сокр. англ.) puncture) прокол"", ""{～する} быть проколотым"", ""puncture/flat tyre (tire)""]"
パン粉,es,"[""pan rallado"", ""migas de pan""]"
ビル,es,"[""edificio (eng: building)"", ""factura (eng: bill)"", ""multi-floor building/multi-storey building""]"
ビル,ru,"[""(см.) ビルディング"", ""((англ.) bill)"", ""1) счёт (документ)"", ""multi-floor building/multi-storey building""]"
ビー玉,ru,"[""шарики"", ""мраморный""]"
ピン,es,"[""(eng: pin) broche (eng: pin"", ""alfiler)"", ""(eng: lit clavija)"", ""pin (e.g. hairpin, safety pin)/(bowling) pin""]"
ピン,ru,"[""((англ.) pin)"", ""1) булавка"", ""2) заколка, шпилька [для волос]"", ""pin (e.g. hairpin, safety pin)/(bowling) pin""]"
ファン,es,"[""(eng: fan"", ""fun) fanático (eng: admirador)"", ""(eng: lit abanico"", ""diversión)""]"
ファン,ru,"[""((англ.) fan) энтузиаст, болельщик, страстный любитель"", ""поклонник (актёров, спортсменов и т. п.)"", ""((англ.) fan) (тех.) вентилятор"", ""(см.) ファン""]"
ファン倶楽部,es,"[""club de fans"", ""club de fanáticos"", ""fan club""]"
ファン倶楽部,ru,"[""фан-клуб"", ""fan club""]"
フォーク,es,"[""(eng: folk"", ""fork) tenedor"", ""(eng: lit amigo"", ""fork/forkball""]"
フォーク,ru,"[""((англ.) fork) вилка"", ""(уст. см.) フォーク"", ""fork/forkball""]"
フォーム,es,"[""(eng: form"", ""foam) forma"", ""espuma"", ""form""]"
フォーム,ru,"[""((англ.) form)"", ""1) форма"", ""2) бланк"", ""form""]"
フライ級,es,"[""peso mosca"", ""mosca""]"
フランス料理,ru,"[""французская кухня"", ""французская еда""]"
ブチ切れ,es,"[""Piezas rotas"", ""pedazos rotos""]"
ブチ切れ,ru,"[""Сломанные кусочки"", ""Сломанные детали""]"
ブル,es,"[""creerse"", ""ensalzarse"", ""bull/bulldog""]"
ブル,ru,"[""(см.) ブルジョア"", ""bull/bulldog""]"
ブローチ,es,"[""(eng: brooch) broche"", ""alfiler"", ""brooch""]"
ブローチ,ru,"[""((англ.) broach) сверло, рейбол"", ""((англ.) brooch) брошка"", ""brooch""]"
ブーツ,ru,"[""сапоги"", ""ботинки"", ""boots/boot""]"
プロ,es,"[""profesional (eng: professional)"", ""professional/pro""]"
プロ,ru,"[""(сокр. спорт.) профессиональный"", ""(сокр.) программа"", ""(сокр.) пролетариат"", ""пролетарский""]"
プロフィール画像,es,"[""Foto de perfil"", ""Imagen de perfil""]"
プロフィール画像,ru,"[""Изображение профиля"", ""Фото профиля""]"
プロ野球,ru,"[""профессиональный бейсбол"", ""профессионал""]"
プー太郎,ru,"[""Пухтаро"", ""Путаро""]"
ベスト,es,"[""(eng: best"", ""vest) mejor"", ""superior"", ""best""]"
ベル,es,"[""campana (eng: bell)"", ""B"", ""bell""]"
ベル,ru,"[""((англ.) bell)"", ""1) звонок"", ""2) колокольчик"", ""bell""]"
ベース,es,"[""base (eng:)"", ""bajo (eng: bass)"", ""base/basis""]"
ベース,ru,"[""((англ.) base)"", ""1) уровень (напр. зарплаты)"", ""2) база"", ""base/basis""]"
ペア,es,"[""(eng: pair"", ""pear) par"", ""pareja"", ""pair/set of two""]"
ペア,ru,"[""((англ.) pear) груша"", ""pair/set of two""]"
ペット,es,"[""mascota"", ""acariciar"", ""mimar"", ""pet/trumpet""]"
ペン先,es,"[""plumilla"", ""punta"", ""punta de la pluma""]"
ホース,es,"[""(eng: hose) manguera"", ""hose""]"
ホース,ru,"[""(уст.) 蛇管"", ""((голл.) hoos) кишка, рукав (для поливки), шланг"", ""((англ.) horse) лошадь"", ""hose""]"
ホーム,es,"[""(eng: home) hogar"", ""casa"", ""plataforma"", ""platform""]"
ホーム,ru,"[""((сокр. от англ.) platform) перрон, платформа"", ""((англ.) home)"", ""1) [родной] дом"", ""platform""]"
ホール,es,"[""(eng: hall"", ""hole) pasillo"", ""corredor"", ""hall (dance, concert, etc.)/dining area of a restaurant""]"
ホール,ru,"[""((англ.) hall) зал"", ""холл, вестибюль"", ""фойе"", ""hall (dance, concert, etc.)/dining area of a restaurant""]"
ボルト,es,"[""volt (unidad de potencial eléctrico)"", ""volt""]"
ボール,es,"[""(eng: ball"", ""bowl) pelota"", ""balón"", ""ball/ball (pitch delivered outside the strike zone)""]"
ボール,ru,"[""(см.) ボールがみ"", ""((англ.) ball)"", ""1) мяч"", ""ball/ball (pitch delivered outside the strike zone)""]"
ポンプ,ru,"[""((голл.) pomp) помпа, насос"", ""pump""]"
ポーズ,es,"[""(eng: pause"", ""pose) pausa"", ""alto"", ""pose/posturing""]"
ポーズ,ru,"[""((англ.) pause) пауза"", ""((англ.) pose) поза"", ""pose/posturing""]"
マフラー,ru,"[""глушитель"", ""глушил"", ""(thick) scarf/muffler""]"
マラソン,es,"[""(eng: marathon) carrera del maratón"", ""marathon/long-distance race""]"
マラソン,ru,"[""((англ.) Marathon) (спорт.) марафонский бег"", ""marathon/long-distance race""]"
ミス,es,"[""(eng: Miss"", ""miss"", ""myth"", ""mistake/error""]"
ミス,ru,"[""((сокр.) ミステーク) оплошность"", ""промах"", ""невнимательность"", ""((англ.) miss) мисс""]"
ミドル級,es,"[""peso medio"", ""peso mediano""]"
ミドル級,ru,"[""средний вес"", ""в среднем""]"
メキシコ湾,ru,"[""Мексиканский залив"", ""Мексиканского залива""]"
メモ帳,es,"[""bloc de notas"", ""cuaderno de notas""]"
メモ帳,ru,"[""блокнот"", ""Блокнот для заметок""]"
ユダヤ教,es,"[""judaísmo"", ""judaismo""]"
ライター,es,"[""(eng: lighter"", ""rider"", ""writer) encendedor (eng: mechero de bolsillo)"", ""lighter""]"
ライター,ru,"[""писатель (en: writer)"", ""((англ.) lighter) зажигалка"", ""((англ.) writer) писатель, литератор"", ""lighter""]"
ランチ,es,"[""(eng: launch"", ""lunch) almuerzo"", ""lancha"", ""lunch/(Western-style) single-plate lunch set""]"
ランチ,ru,"[""((англ.) launch) катер, моторная лодка"", ""((англ.) lunch) ленч, второй завтрак"", ""lunch/(Western-style) single-plate lunch set""]"
ランプ,es,"[""(eng: lamp"", ""ramp) linterna"", ""lámpara"", ""lamp/light""]"
ランプ,ru,"[""(уст.) 洋灯, 洋燈"", ""((англ.) lamp) лампа"", ""lamp/light""]"
リーグ戦,es,"[""partido de liga""]"
リード,es,"[""(eng: read"", ""lead) delantera"", ""leer"", ""lied (German song, usually for solo voice and piano)""]"
リード,ru,"[""((англ.) lead)"", ""1): {～する} стоять во главе, руководить"", ""2) (спорт.) лидировать, быть впереди"", ""lied (German song, usually for solo voice and piano)""]"
レギュラー出演,es,"[""Apariencia regular"", ""Apariencia habitual""]"
レギュラー出演,ru,"[""Регулярный внешний вид"", ""Регулярное появление""]"
レジャー,ru,"[""досуг"", ""отдых"", ""leisure""]"
レディー,es,"[""(eng: lady) dama"", ""señorita"", ""señora"", ""lady""]"
レディー,ru,"[""((англ.) lady) леди"", ""((англ.) ready)"", ""1) готово"", ""lady""]"
レバー,es,"[""(eng: lever"", ""liver) palanca"", ""hígado"", ""liver""]"
レバー,ru,"[""рычаг"", ""ручка"", ""liver""]"
レベル,es,"[""nivel (eng: level)"", ""rebelde (eng: rebel)"", ""level/standard""]"
レベル,ru,"[""(см.) レヴェル"", ""((англ.) level)"", ""1) уровень"", ""level/standard""]"
レンタカー,ru,"[""прокат автомобилей"", ""арендованный автомобиль"", ""rental car/rent-a-car""]"
レース,es,"[""(eng: race"", ""lace) carrera (eng: competencia de velocidad)"", ""(eng: lit cordón)"", ""race""]"
レース,ru,"[""((англ.) lace)"", ""1) кружево"", ""2) тюль"", ""race""]"
ロケット,es,"[""(eng: rocket) cohete"", ""proyectil"", ""rocket""]"
ロケット,ru,"[""((англ.) locket) медальон, кулон"", ""((англ.) rocket) ракета"", ""rocket""]"
ロケット弾,es,"[""bomba cohete"", ""cohete bomba""]"
ロッカー,es,"[""(eng: locker) casillero"", ""armario"", ""locker""]"
ロッカー,ru,"[""((англ.) locker) запирающийся шкафчик"", ""((англ.) rocker)"", ""1) кресло-качалка"", ""locker""]"
ワンピース,es,"[""(eng: one piece) vestido de mujer de una sola pieza (eng: lit de una pieza)"", ""dress/one-piece (e.g. swimsuit)""]"
ワンピース,ru,"[""((англ.) one-piece) платье (женское, европейского покроя)"", ""комбинезон (детский)"", ""dress/one-piece (e.g. swimsuit)""]"
ワン子,es,"[""perro"", ""can"", ""perseguir""]"
ワン子,ru,"[""собака"", ""пес""]"
ヶ月,ru,"[""месяцы"", ""месяцами""]"
一,es,"[""uno"", ""el mejor en"", ""el más (...) en (donde un adjetivo sigue)""]"
一,ru,"[""один"", ""(ср.) いちに, いちかばちか""]"
一世,ru,"[""Иссей"", ""Исэй""]"
一両,ru,"[""Одна машина"", ""один автомобиль""]"
一人娘,ru,"[""единственная дочь"", ""только дочь""]"
一人息子,ru,"[""единственный сын"", ""только сын""]"
一冊,ru,"[""одна книга"", ""одну книгу""]"
一匹,ru,"[""одно животное"", ""одно существо""]"
一卵性双生児,ru,"[""однояйцевые близнецы"", ""идентичные близнецы""]"
一台,ru,"[""Одна машина"", ""Одной машины""]"
一味違う,ru,"[""немного другое"", ""Немного по-другому""]"
一問,ru,"[""один вопрос""]"
一塁,ru,"[""первая база"", ""первая основа""]"
一塁手,ru,"[""игрок первой базы"", ""игрок с низов""]"
一大,ru,"[""Большое дело"", ""Важное дело""]"
一女,ru,"[""Первая дочь""]"
一尉,ru,"[""капитан"", ""командир""]"
一工夫,ru,"[""поворот"", ""Неожиданный поворот""]"
